"gene","baseMean","log2FoldChange","shrunkLFC","lfcSE","padj","effectTestPadj","svalue","maxCook","array_logFC","array_FDR_standard","array_FDR_robust","array_FDR_treat","array_mean","array_sd","array_min","array_max","direction_same","platform_difference","mean_effect","practical_selected","modern_strong","loo_medianLFC","loo_sdLFC","loo_minLFC","loo_maxLFC","loo_propFDR05","loo_medianRank","loo_worstRank","edgeR_logFC","edgeR_FDR","edgeR_rank","rank_DESeq2_effect","rank_DESeq2_FDR","rank_array_effect","rank_array_FDR","rank_product","rank_product_rank","score_effect","score_significance","score_precision","score_abundance","score_array_effect","score_array_significance","score_platform_agreement","score_loo","score_edgeR","stat_score","P_top5_weights","P_top10_weights","combined_robustness"
"CPAR2_103190",355.036383914626,-0.0174881789332767,-0.0106399199089837,0.169919721033846,0.94886775467591,1,0.851873008319915,0.153429709224746,0.0644887013125,0.449810099479726,0.451855862742073,0.999999995174279,0.0644887013125,0.0777633318130057,-0.04192061325,0.13321761725,FALSE,0.0751286212214837,0.0269243907017582,FALSE,FALSE,-0.0104383891007761,0.0488431387307545,-0.0835180225223172,0.0625535138061363,0,5478.5,5737,-0.0485082711252252,0.818206249688733,5318,5668,5596,4703,4439,5120.86351474042,5651,0.0207361327112494,0.0325090783330451,0.751857611888716,0.370658372213582,0.129420477689317,0.178300314756527,0.845954452879096,0,0.0790444405410153,0.267608986779172,0,0,0
"CPAR2_800590",673.526735091387,-0.0977170763171837,-0.074805927945122,0.257319080461034,0.78866985170071,1,0.792623469232694,1.10172396832649,0.1221316818125,0.216669828257055,0.218491525758663,0.999999995174279,0.1221316818125,0.126276330315373,0.0432068795,0.30999190025,FALSE,0.196937609757622,0.023662876933689,FALSE,FALSE,-0.0999960630419518,0.104401177904251,-0.27419603755149,0.135167739726087,0,4884.5,5290,-0.130641856611892,0.680811531678991,4708,5075,5164,4078,3857,4545.59898005811,5195,0.123207188526007,0.107210790247277,0.30689476412649,0.593053395541731,0.245139788927976,0.286058137381966,0.604517681910757,0,0.142104338661514,0.267576231702635,0,0,0
"CPAR2_101600",403.72683683884,0.185862765968214,0.151782791051427,0.231101079982766,0.540849965499457,1,0.791327863403221,0.289189518234188,0.045592161,0.803883469680083,0.805883780843172,0.999999995174279,0.045592161,0.359175174280523,-0.3278005085,0.42591189175,TRUE,0.106190630051427,0.0986874760257136,FALSE,FALSE,0.180711115262779,0.0871181631971373,0.0355413074345644,0.345416349218115,0,4444.5,5499,0.154757072522664,0.564588127113326,4550,4377,4505,4919,5076.5,4678.04925678721,5318,0.243822360463107,0.221165485042366,0.409538621047175,0.412994643165716,0.0894278837252361,0.0601740418441029,0.778559526013701,0,0.191814509046197,0.267499674483067,0,0,0
"CPAR2_209390",290.08486525477,0.0120146610587875,0.0102193167790635,0.214988004843807,0.972927058932369,1,0.831082165031195,0.182835847245392,-0.5549338695625,0.0253287403203415,0.0273224811874076,0.999999995174279,-0.5549338695625,0.398367026498372,-0.91897865625,-0.152190555,FALSE,0.565153186341564,-0.272357276391718,FALSE,FALSE,0.009615539160439,0.0673459396028521,-0.0878735448352067,0.119759197882357,0,5435.5,5746,-0.0173815278343265,0.950591704873229,5550,5672,5680,1199,2247,3440.01201390674,3932,0.020044928287541,0.0179837454608335,0.487990323138068,0.311905996198376,0.778189224217738,0.584151083132753,0.182743936308091,0,0.0233620235376778,0.267374584475675,0,0,0
"CPAR2_501190",118.71705492717,0.0988313681728469,0.0795907014204256,0.236662226502258,0.765579953304562,1,0.805834825085436,0.392209848252778,0.2022559993125,0.0901840111326352,0.0910538441377189,0.999999995174279,0.2022559993125,0.166026848885694,0.02191367875,0.39549780425,TRUE,0.122665297892074,0.140923350366463,FALSE,FALSE,0.0752808143353376,0.0799433177341433,-0.0429677953403802,0.220748454444848,0,5221.5,5519,0.0722231606333043,0.813070339090977,5156,5034,5109,3293,3142,4241.03627165038,4907,0.130292033869017,0.116721424865987,0.386901676170728,0.133229652669777,0.390483243843733,0.418441029438993,0.745972967968895,0,0.0837871069734762,0.267314348422289,0,0,0
"CPAR2_212660",95.9468453723505,-0.189003373968432,-0.157382205870531,0.216372373499697,0.502330132551775,1,0.799521610525171,0.30103659734749,0.1558855485625,0.169221870769176,0.170380348929072,0.999999995174279,0.1558855485625,0.168114002838213,-0.00271158825,0.3930464635,FALSE,0.313267754433031,-0.000748328654015348,FALSE,FALSE,-0.188299218343624,0.0592779740092617,-0.257901109271142,-0.0597632244430644,0,4352.5,5326,-0.214457373842196,0.425155023823861,4111,4327,4401,3727,3656,4032.8332402047,4679,0.252462415759461,0.238630468614906,0.480387074477277,0.114048729911871,0.310127754119607,0.323273467876319,0.419366783928902,0,0.265413665905498,0.267078928954871,0,0,0
"CPAR2_108020",190.316836503412,-0.216440715819683,-0.180677969989793,0.216209228229403,0.437101303834265,1,0.793051775503141,0.219582364039174,0.0764579598125,0.418308915772617,0.420356338734648,0.999999995174279,0.0764579598125,0.118062963742087,-0.04515347925,0.23407620125,FALSE,0.257135929802293,-0.0521100050886467,FALSE,FALSE,-0.218776620652255,0.0814201209406278,-0.351938207054811,-0.0934505381378575,0,4195,5104,-0.237816932344525,0.363569936590539,3945,4122,4190.5,4585,4360.5,4235.05733398425,4899,0.287886642474512,0.275289642054297,0.481078278900985,0.20874373595991,0.151268283651176,0.192742084799111,0.505461951490465,0,0.300193219743545,0.266962648786,0,0,0
"CPAR2_207600",29.9316957633672,-1.10587923962911,-0.439092693414859,0.683901641107925,0.186417412211044,1,0.391473531566359,0.266545466734188,-0.12068760525,0.540078579730744,0.545584627856306,0.999999995174279,-0.12068760525,0.40228734457469,-0.5006693025,0.39514261625,TRUE,0.318405088164859,-0.27989014933243,FALSE,FALSE,-1.10561453010586,0.252153888147405,-1.63507276682801,-0.779136495080954,0.1,861,1485,-1.00209728036529,0.247801277119116,933,2331,3285,4088,4620,2666.99640800738,2945,0.597373423189908,0.432128652948297,0.0426818731639882,0.0459650941766027,0.243288279948158,0.144788002221811,0.413627106091465,0.1,0.382750746530827,0.266955908696784,0,0,0
"CPAR2_601660",381.689710870091,0.372179587575011,0.278576532004031,0.300256262874795,0.326272284969888,1,0.693381247817081,0.528901701151377,-0.0883450988125,0.427545721619204,0.428999109614015,0.999999995174279,-0.0883450988125,0.176455421512479,-0.33567747525,0.0554994445,FALSE,0.366921630816532,0.0951157165957657,FALSE,FALSE,0.351798183172821,0.155115018388084,0.0138287380771031,0.584318862476113,0,3278.5,5690,0.352811368270608,0.34004606123652,3238,3311,3814,4447,4385,3804.78997115385,4386,0.428028339381372,0.34065363997925,0.208570934853983,0.391912908242613,0.176819107572672,0.188298463247547,0.355674875023144,0,0.31196205866854,0.266880036329902,0,0,0
"CPAR2_200050",116.708602859262,0.133420191212824,0.106285196517365,0.243217764523834,0.687586788105871,1,0.793744016037698,0.388620120662664,0.17777016525,0.26152371841653,0.263285390295223,0.999999995174279,0.17777016525,0.300499311481022,-0.16348912075,0.49213004225,TRUE,0.0714849687326354,0.142027680883682,FALSE,FALSE,0.133872888824551,0.0842948601373296,-0.0116992657735776,0.29469473005592,0,4742,5705,0.111118064463373,0.717897884341657,4877,4773,4906,3526,4002,4379.71877692279,5037,0.175393122515984,0.151651392011067,0.358562294798687,0.132020044928288,0.34734308461396,0.259211257174597,0.853730790594334,0,0.123660635868611,0.266841402500614,0,0,0
"CPAR2_202800",1113.79109613584,0.0924015328695441,0.0648703166652934,0.312090871240773,0.837866018050013,1,0.76516979340691,0.301710585043065,-0.29421549775,0.172849397818644,0.178933303789026,0.999999995174279,-0.29421549775,0.425990674300657,-0.929420991,-0.01959602125,FALSE,0.359085814415293,-0.114672590542353,FALSE,FALSE,0.102032071543582,0.130007560058344,-0.163100913812378,0.330523247509154,0,4832,5521,0.0600696679361893,0.888880324033516,5243,5159,5295.5,2528,3670,4214.04431515898,4883,0.108691895628132,0.0843852671623725,0.188698807672369,0.745463970969414,0.532123680799852,0.320681355304573,0.366969079800037,0,0.0526962936940102,0.266634483447862,0,0,0
"CPAR2_808350",4.24762249241431,-2.72936178441061,-0.494709156416108,1.2258288819244,0.0593875746149644,1,0.294155981583143,0.115320364314448,-0.0901351718125,0.646605552122869,0.650359272385782,0.999999995174279,-0.0901351718125,0.400535549210355,-0.425447463,0.4472768765,TRUE,0.404573984603608,-0.292422164114304,FALSE,FALSE,-2.73296363448591,0.44471707009918,-3.63167686266525,-2.18323043966056,0.3,86,159,NA,NA,NA,2058,2531,4431,4824.5,3248.42537332391,3688,0.644548125108001,0.562337886909908,0.0107136685674788,0.00967686193191636,0.179781521940381,0.10683206813553,0.316608035548972,0.3,NA,0.266312271017774,0,0,0
"CPAR2_501260",272.829673660632,-0.251830989420373,-0.200525255785084,0.247255100981927,0.428125925804979,1,0.762457543001064,1.34020505818112,-0.0447348434375,0.701796203904408,0.702539261765994,0.999999995174279,-0.0447348434375,0.194044497309573,-0.314446317,0.14515122725,TRUE,0.155790412347584,-0.122630049611292,FALSE,FALSE,-0.270434210106013,0.09495506136099,-0.35712071574467,-0.0215570812767702,0,3841.5,5643,-0.27748462113655,0.35265646066028,3676,3952,4167,4926,4934,4300.72722685778,4956,0.317262830482115,0.279612657790074,0.34301019526525,0.294971487817522,0.0881318274393631,0.0866506202555082,0.681355304573227,0,0.305814157737572,0.266312120151181,0,0,0
"CPAR2_106150",230.006773549314,-0.0707517479955198,-0.0559483296098565,0.241441955644103,0.839605104231886,1,0.808020565369773,0.259355544271678,-0.22489245725,0.0951330132356573,0.0958995065584215,0.999999995174279,-0.22489245725,0.210270478020799,-0.5119099165,-0.0608035215,TRUE,0.168944127640143,-0.140420393429928,FALSE,FALSE,-0.0903515411855244,0.0997859100920801,-0.27206751067687,0.0955306919411617,0,5077.5,5488,-0.096806054292809,0.750278172374178,4963,5236,5301,3080,3190.5,4229.62862457032,4896,0.095386210471747,0.083520664015217,0.365992742353551,0.249524796958701,0.429920385113868,0.409368635437882,0.655804480651731,0,0.106797821886527,0.266257304098803,0,0,0
"CPAR2_402030",68.4098455574884,0.166131917556188,0.116825743976711,0.313783297783233,0.698123365127546,1,0.748142619436554,0.411627633382906,0.4464018848125,0.0272216880519474,0.0279453158085193,0.999999995174279,0.4464018848125,0.312041022136438,-0.01298040025,0.68269908475,TRUE,0.329576140835789,0.281613814394605,FALSE,FALSE,0.145540230695195,0.0971295618967354,0.0630928860775485,0.351401736377565,0,4660,5317,0.136119168760607,0.733877758368444,4679,4690,4942,1639,2291,3326.33920363256,3776,0.189735614307932,0.145599169980979,0.184724382236046,0.0870917573872473,0.696722829105721,0.576004443621552,0.401036845028698,0,0.115229228877569,0.26623825228286,0,0,0
"CPAR2_500790",274.856716924437,0.180152837729809,0.157325330126773,0.185694906503392,0.452429343894179,1,0.823571418368895,0.478191485803215,-0.00866824787500001,0.960958894813252,0.96118329331502,0.999999995174279,-0.00866824787500001,0.324897115683316,-0.35995492875,0.336308167,FALSE,0.165993578001773,0.0743285411258864,FALSE,FALSE,0.155249830293439,0.0619240806290029,0.121214959409562,0.323704312548576,0,4620,4896,0.150455271334782,0.478936483240341,4575,4328,4243.5,5303,5331,4733.1097331076,5365,0.252289614653534,0.26629776932388,0.654743390357698,0.297045101088647,0.0183299389002037,0.0131457137567117,0.661359007591187,0,0.232917618127525,0.266236461533265,0,0,0
"CPAR2_807410",3125.13798177748,-0.113199028461502,-0.0820454908527785,0.293568757755136,0.785182958932846,1,0.770084236170588,0.895684410004374,0.016842159375,0.850095668655198,0.850854681597364,0.999999995174279,0.016842159375,0.0783885009065187,-0.0987102195,0.073893728,FALSE,0.0988876502277785,-0.0326016657388893,FALSE,FALSE,-0.127111456710488,0.117211744119393,-0.277847169838191,0.137087561270562,0,4802.5,5777,-0.146150867993544,0.706881340647425,4608,5004,5154.5,5214,5139,5018.95373076495,5587,0.135476067046829,0.108767075912156,0.223259028857785,0.92016588906169,0.0348083688205888,0.0486946861692279,0.794482503240141,0,0.129984191111892,0.266181978913368,0,0,0
"CPAR2_802700",70.92397503062,0.194496027105074,0.128458966987409,0.347629370886198,0.680820837111655,1,0.72626171358904,0.742500135232713,0.198972932625,0.0867708631979904,0.0876082192327661,0.999999995174279,0.198972932625,0.155236331191146,0.0378446695,0.359011353,TRUE,0.0705139656375906,0.163715949806205,FALSE,FALSE,0.225824180740091,0.0805667480613716,0.0220080899086357,0.288625259324895,0,4117.5,5601,0.170680907510783,0.704230023229792,4446,4600,4892,3325,3110,4008.23481014565,4644,0.205287713841369,0.154245201452533,0.146535337826162,0.0900293761880076,0.384558415108313,0.424365858174412,0.856137752268099,0,0.132092042859652,0.265916855302061,0,0,0
"CPAR2_202740",166.5070445715,-0.202171867517537,-0.17227579098669,0.202313241911849,0.437864789096418,1,0.807652005565603,0.329263670496811,-0.02844857225,0.881244524123621,0.882744830709683,0.999999995174279,-0.02844857225,0.363306477110398,-0.42056477475,0.32022930875,TRUE,0.14382721873669,-0.100362181618345,FALSE,FALSE,-0.18345502188768,0.0767130429966068,-0.361168058707397,-0.0551122467514629,0,4382,5363,-0.224848644141898,0.367200379627104,4033,4200,4196,5084,5190,4514.57818133666,5168,0.2744081562122,0.274597959536573,0.559357179885951,0.184551581130119,0.05887798555823,0.0392519903721533,0.70357341233105,0,0.298261022308098,0.265875476370486,0,0,0
"CPAR2_212400",658.854902195621,0.109996945566786,0.0891916468954196,0.233055948646755,0.732939894454049,1,0.805740710641015,0.177685851473765,-0.07780564075,0.362220581055023,0.364267969078124,0.999999995174279,-0.07780564075,0.0755839930571597,-0.1883871,-0.01772626675,FALSE,0.16699728764542,0.00569300307270981,FALSE,FALSE,0.08450327722621,0.0768971376483457,0.03320353006163,0.242054108232858,0,5149,5509,0.0829670803269281,0.777420804294339,5069,4926,5027,4569,4239,4755.12602710963,5384,0.148954553309141,0.130382154591043,0.402799377916019,0.585795749092794,0.154230698018885,0.215330494352898,0.659137196815405,0,0.0957316002107852,0.265817980478552,0,0,0
"CPAR2_804170",362.809415630727,-0.112209010947912,-0.094979897672927,0.199551838172575,0.679526085472634,1,0.825946779165621,0.292069928957872,0.064839245375,0.573471073371643,0.574609099477469,0.999999995174279,0.064839245375,0.188819019269454,-0.12166178775,0.2850851415,FALSE,0.159819143047927,-0.0150703261489635,FALSE,FALSE,-0.115502456642702,0.0506224655471903,-0.212501976719275,-0.0283028668057204,0,4961,5565,-0.139980244063564,0.560105986547631,4651,4868,4884,4700,4688,4757.20213431983,5387,0.158977017452912,0.155455645858551,0.571798859512701,0.37670641092103,0.129975930383262,0.132197741159045,0.673393815960007,0,0.193395397857017,0.265766757678281,0,0,0
"CPAR2_403860",242.141475538301,-0.0786451949016597,-0.0649389701738413,0.214682074086484,0.79676873476486,1,0.821449097314183,0.738747570287605,-0.0908240915625,0.492313208920188,0.493289462562669,0.999999995174279,-0.0908240915625,0.238224510569872,-0.32496974925,0.16915781475,TRUE,0.0258851213886587,-0.0778815308681707,FALSE,FALSE,-0.0779350635231731,0.064696054984974,-0.140855828298502,0.0757628029703927,0,5169.5,5390,-0.104499462216349,0.689320909707564,4918,5157,5184,4423,4529,4831.85598748873,5447,0.109037497839986,0.103752377658655,0.490063936409193,0.262484879903231,0.181262729124236,0.16163673393816,0.940936863543788,0,0.140699104163007,0.265541569175584,0,0,0
"CPAR2_110060",67.6635414330741,-0.683982125355173,-0.496076629263219,0.360422888098006,0.114235212488404,1,0.500206839222865,0.155281644160278,-0.0455928225,0.740311668727587,0.74079640586828,0.999999995174279,-0.0455928225,0.24984164192126,-0.343564067,0.2417426715,TRUE,0.450483806763219,-0.27083472588161,FALSE,FALSE,-0.660739588031532,0.0944935543625032,-0.834568760077895,-0.555344715543733,0.1,1809,2430,-0.703908123762564,0.122456662763276,1674,2049,2923,4918,4988,3007.24103817061,3374,0.646103335061344,0.494553000172921,0.132711249351996,0.0860549507516848,0.0896130346232179,0.0766524717644881,0.268283651175708,0.1,0.495520815036009,0.265499167548597,0,0,0
"CPAR2_806280",199.232796549475,0.223090524616025,0.192653519453708,0.196328982152878,0.371000166896904,1,0.807790381179548,0.318860261892158,-0.0284255558125,0.805424106188956,0.806126460924533,0.999999995174279,-0.0284255558125,0.182380388480779,-0.15501314375,0.2324470425,FALSE,0.221079075266208,0.0821139818206042,FALSE,FALSE,0.22554741004191,0.0572680947422976,0.134418777153066,0.325228218660536,0,4124,4749,0.199737460619328,0.386836451070996,4243,4028,3988.5,5085,5084.5,4458.84381196355,5115,0.304129946431657,0.310392529828809,0.588560566787627,0.217556592362191,0.0586928346602481,0.0586928346602481,0.563229031660804,0,0.286843492007729,0.265344203155479,0,0,0
"CPAR2_405250",331.428933204393,-0.318332233076876,-0.236731645861775,0.292571114767063,0.39485753601269,1,0.713705197141177,0.22025035952759,0.10411250475,0.295415693010642,0.296993559463906,0.999999995174279,0.10411250475,0.134117555912878,-0.03835729525,0.257090537,FALSE,0.340844150611775,-0.0663095705558875,FALSE,FALSE,-0.319329328942771,0.133721964015717,-0.549131264744341,-0.114103319835118,0,3455.5,4947,-0.337404003898678,0.35265646066028,3326,3665,4051.5,4283,4089.5,3867.28403982425,4464,0.366856747883186,0.29949853017465,0.225505443234837,0.349576637290479,0.207183854841696,0.242917978152194,0.388076282169969,0,0.305814157737572,0.26504773683162,0,0,0
"CPAR2_105310",509.465491859836,-0.0183517114636675,-0.0133689980621837,0.272311710767294,0.966488119587988,1,0.797904141801587,0.49668943365008,-0.20553882325,0.0402640641158491,0.0409175481021631,0.999999995174279,-0.20553882325,0.0661462693883024,-0.2778473725,-0.1369669295,TRUE,0.192169825187816,-0.109453910656092,FALSE,FALSE,-0.051176273852455,0.13331774792035,-0.307071130424582,0.167410709081105,0,5215,5784,-0.0388079075999147,0.917868489523882,5391,5643,5661,3261,2563,4281.87897857027,4943,0.0250561603594263,0.020923396161162,0.270606531881804,0.492310350786245,0.396408072579152,0.525643399370487,0.613404925013886,0,0.0389952573335675,0.264816454831748,0,0,0
"CPAR2_304160",1361.22415742706,0.0711445995413213,0.0495199207984902,0.320835545641726,0.882325027215815,1,0.764963350131211,1.77143159770852,0.05766325375,0.555517060844729,0.556965039434234,0.999999995174279,0.05766325375,0.131843065432726,-0.091498043,0.21153005225,TRUE,0.00814333295150981,0.0535915872742451,FALSE,FALSE,0.0756987036722249,0.118892756243693,-0.0849298443861226,0.323970518775081,0,5000.5,5774,0.0361939955441028,0.936526614790224,5421,5298,5405,4783,4653,5101.33798823143,5633,0.0846725419042682,0.0655369185543835,0.173492310350786,0.792293070675652,0.114608405850768,0.13867802258841,0.981484910201814,0,0.0309151589671526,0.264631259899248,0,0,0
"CPAR2_801270",110.99955615111,-0.128618968494794,-0.110217247360722,0.194921275468534,0.62271777624209,1,0.826474325977617,0.129816787804641,0.152019006375,0.234688519430374,0.235667119520686,0.999999995174279,0.152019006375,0.218088275616989,-0.00106526025000001,0.4717893975,FALSE,0.262236253735722,0.0209008795071392,FALSE,FALSE,-0.142242021881573,0.0519672890923501,-0.198199658016655,-0.0464771646258588,0,4695.5,5423,-0.166127386701413,0.497533838132524,4482,4748,4730.5,3767,3914.5,4308.36317703106,4964,0.179713150164161,0.182085422790939,0.600138240884742,0.126144807326767,0.302721718200333,0.275319385299019,0.497315311979263,0,0.217987001580889,0.264602782025124,0,0,0
"CPAR2_201120",199.266453817849,0.101002074799662,0.0858352214845248,0.202137901289025,0.716394418066572,1,0.826135556547273,0.262301750325546,-0.1714812559375,0.108221083977859,0.109362925384615,0.999999995174279,-0.1714812559375,0.134295913161649,-0.2802334405,0.014479099,FALSE,0.257316477422025,-0.0428230172264875,FALSE,FALSE,0.0997184761005336,0.0818810996695052,-0.0732935034465439,0.266392075868183,0,5049.5,5247,0.0724914305694037,0.774348049361898,5154,4960,4984,3600,3320,4330.40925003829,4991,0.143079315707621,0.138336503544873,0.56004838430966,0.217902194574045,0.333641918163303,0.385484169598223,0.505276800592483,0,0.0974881433339189,0.264584158869347,0,0,0
"CPAR2_803030",36.3948277735626,-0.713514269515043,-0.495157329282942,0.385085296953208,0.124152033222437,1,0.480576247180334,0.532169839343629,0.071204211125,0.49782716840146,0.499338750957824,0.999999995174279,0.071204211125,0.157047153433053,-0.13326536825,0.20976573775,FALSE,0.566361540407942,-0.211976559078971,FALSE,FALSE,-0.714125406265619,0.165281020419611,-1.06568874609296,-0.469413703548594,0.1,1748,2794,-0.768426232881258,0.115786543860223,1477,2054,2977,4642,4537,2856.58227393295,3171,0.645239329531709,0.485388206813073,0.114394332123726,0.0521859339899775,0.14071468246621,0.159970375856323,0.1816330309202,0.1,0.501668715966977,0.264577178629799,0,0,0
"CPAR2_805360",55.548299308727,-0.400510592659547,-0.317429714606154,0.267745576317148,0.22607829558031,1,0.698969996169342,0.16050576674187,-0.048796262,0.535443773904957,0.537842132431889,0.999999995174279,-0.048796262,0.0279769044571592,-0.0821974275,-0.01960239125,TRUE,0.268633452606154,-0.183112988303077,FALSE,FALSE,-0.408003110121059,0.0707298443875865,-0.513260951371912,-0.31452550932641,0,2999,3617,-0.43144035066757,0.191575938216505,2807,3076,3445.5,4888,4616,3676.00081566491,4233,0.468636599274235,0.404288431609891,0.279937791601866,0.0741316744427164,0.0951675615626736,0.145528605813738,0.488242917978152,0,0.424205164236782,0.264459860724451,0,0,0
"CPAR2_701220",208.477261125861,0.0171340619733324,0.0149617522832111,0.182258453253422,0.953454527507481,1,0.84592173170232,0.243080499643733,-0.177768323375,0.0752766301593035,0.076273773866272,0.999999995174279,-0.177768323375,0.0948984295885895,-0.25953216575,-0.07391362075,FALSE,0.192730075658211,-0.0814032855458945,FALSE,FALSE,0.026010047072126,0.0394541455717739,-0.0665108596322406,0.0621762442524297,0,5543,5721,-0.00905788484151568,0.970962447930067,5615,5625,5611,3527,3010,4517.48690436761,5169,0.0281665802661137,0.0297423482621477,0.67651632970451,0.227579056505962,0.347157933715979,0.442880947972598,0.612294019625995,0,0.0149306165466362,0.264363092511105,0,0,0
"CPAR2_206120",232.540450617145,-0.151187718386544,-0.129277131223923,0.197353123532119,0.562342566268354,1,0.820730265166949,0.372353776310336,0.0584986476875,0.552184149642707,0.553954305736629,0.999999995174279,0.0584986476875,0.134136565309087,-0.10867265225,0.17234449925,FALSE,0.187775778911423,-0.0353892417682115,FALSE,FALSE,-0.16957914715162,0.0675433003438087,-0.250801116481272,-0.0213951153669561,0,4528.5,5609,-0.179519358369718,0.4622619399707,4395,4593,4561,4772,4647.5,4592.05463040592,5247,0.206497321582858,0.210963167905931,0.583203732503888,0.252635216865388,0.116645065728569,0.139603777078319,0.619700055545269,0,0.246794308800281,0.264004738445611,0,0,0
"CPAR2_205850",526.656674410386,0.0158122718009931,0.0142199218693158,0.19593408160888,0.960249651467191,1,0.839825110046233,0.221396873746962,-0.31977693325,0.270971619545823,0.278129233969186,0.999999995174279,-0.31977693325,0.61340371516167,-0.84669133125,0.33677850875,FALSE,0.333996855119316,-0.152778505690342,FALSE,FALSE,0.00925757987597651,0.0685749084929595,-0.106375816218891,0.10232235724437,0,5351.5,5731,-0.00960443684235845,0.972083711132454,5612,5634,5636,2368,4030,4427.09097575039,5083,0.02661137031277,0.0255922531558015,0.59253499222395,0.50440642820114,0.561747824476949,0.253841881133124,0.396408072579152,0,0.0142279992973828,0.263930091264474,0,0,0
"CPAR2_101470",147.632495045224,0.0914985074574654,0.0697996026456829,0.265879279453544,0.80876873112327,1,0.789850846075753,0.148434109888999,0.273139627625,0.0333788110065204,0.0338747353284017,0.999999995174279,0.273139627625,0.154972042315028,0.09611438975,0.40611171425,TRUE,0.203340024979317,0.171469615135342,FALSE,FALSE,0.0836350312866149,0.0792996630886765,-0.0223634850640076,0.218024233008426,0,5121,5688,0.0618891954534582,0.86044762465799,5229,5110,5225,2693,2431,3910.11409268811,4514,0.117159149818559,0.0964897112225488,0.28564022809746,0.164679453948505,0.501573782632846,0.549713016108128,0.59377892982781,0,0.0658703671175127,0.263878293197041,0,0,0
"CPAR2_207410",335.091073597707,0.0273071200661037,0.0245003399344495,0.165442399733616,0.915265146647721,1,0.852336928521532,0.131877172213542,-0.0734612721875,0.421285135838632,0.423315420674463,0.999999995174279,-0.0734612721875,0.105520769822616,-0.17365985125,0.03716255075,FALSE,0.0979616121219495,-0.0244804661265253,FALSE,FALSE,0.0138650326532317,0.0442191817687625,-0.0209076353265344,0.104643883384575,0,5614.5,5764,-0.00243716538504999,0.991925348157283,5672,5521,5491,4615,4370.5,5105.30448122289,5636,0.0461378952825298,0.0506657444233097,0.783825816485226,0.353551062726801,0.14571375671172,0.190890575819293,0.79744491760785,0,0.00491832074477428,0.263683121089056,0,0,0
"CPAR2_209140",501.319295874256,0.0613295135927745,0.0539537672970202,0.178168792922018,0.80876873112327,1,0.844184457351485,0.214911304593156,0.0067620180625,0.944377467760556,0.944633671037677,0.999999995174279,0.0067620180625,0.102948242320769,-0.1193416375,0.1204611435,TRUE,0.0471917492345202,0.0303578926797601,FALSE,FALSE,0.0586849126532118,0.058305557388375,-0.0275268502050807,0.155956798624219,0,5322,5763,0.0369189209551831,0.874814544172474,5413,5253,5225,5324,5300.5,5302.70322392259,5709,0.0924485916709867,0.0964897112225488,0.699671677898739,0.487817522032141,0.0144417700425847,0.0187002406961674,0.901684873171635,0,0.060249429123485,0.263500423984254,0,0,0
"CPAR2_808360",4.38062701831192,-2.88430061027094,-1.0799153531626,1.1859132006683,0.0382292226043521,0.87019683948245,0.169621234309322,0.204125608287514,-0.0353249995,0.811184017938103,0.811513527040462,0.999999995174279,-0.0353249995,0.26975648227598,-0.320578978,0.3276128665,TRUE,1.0445903536626,-0.557620176331302,FALSE,FALSE,-2.88886782215383,0.370548783957026,-3.71973592678672,-2.39106388937553,0.4,77,121,NA,NA,NA,606,2271,5018,5088,2434.67995127558,2645,0.895455330914118,0.607470171191423,0.0119232763089684,0.0101952652496976,0.0710979448250324,0.0581373819663025,0.0509164969450102,0.4,NA,0.263149483425069,0,0,0
"CPAR2_803790",437.297832477524,0.114516943320003,0.0842752788616226,0.28847276999057,0.777696419683084,1,0.772755531172486,1.4980818327745,0.097351890875,0.399840756646709,0.400947517986484,0.999999995174279,0.097351890875,0.188640588347796,-0.1140557875,0.33348658975,TRUE,0.0130766120133774,0.0908135848683113,FALSE,FALSE,0.101475154563478,0.108862223924746,-0.0215340434967361,0.353932445327671,0,5009.5,5751,0.0806771579672478,0.825736372073292,5088,4978,5141,4349,4317.5,4760.51864595601,5391,0.139968895800933,0.110669202835898,0.234836702954899,0.44116122343183,0.194963895574894,0.200703573412331,0.968524347343085,0,0.076058317231688,0.262987350953951,0,0,0
"CPAR2_201480",4163.53091560315,-0.144335164205407,-0.0987717889650084,0.319536676431415,0.744700412674072,1,0.7505687357348,1.03295884222661,-0.00377204368749995,0.984867888367225,0.985082535047236,0.999999995174279,-0.0037720436875,0.383298344408672,-0.56770963975,0.24348508325,TRUE,0.0949997452775085,-0.0512719163262542,FALSE,FALSE,-0.163656479013321,0.130499352379143,-0.353104767222287,0.131572365398908,0,4583.5,5483,-0.177737058885835,0.678047560967782,4405,4839,5060,5358,5377,4994.34983212494,5559,0.163988249524797,0.12519453570811,0.17504752030413,0.942975635044064,0.00814663951120163,0.00462877244954638,0.803925199037215,0,0.142631301598454,0.262948650353058,0,0,0
